O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
19-2032.00	9088	Prepare reports of materials study findings for the use of other scientists and requestors.	Core	119	06/2006	Incumbent
19-2032.00	9089	Devise testing methods to evaluate the effects of various conditions on particular materials.	Core	120	06/2006	Incumbent
19-2032.00	9090	Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications.	Core	120	06/2006	Incumbent
19-2032.00	9091	Recommend materials for reliable performance in various environments.	Core	119	06/2006	Incumbent
19-2032.00	9092	Test individual parts and products to ensure that manufacturer and governmental quality and safety standards are met.	Core	120	06/2006	Incumbent
19-2032.00	9093	Visit suppliers of materials or users of products to gather specific information.	Core	120	06/2006	Incumbent
19-2032.00	9094	Research methods of processing, forming, and firing materials to develop such products as ceramic dental fillings, unbreakable dinner plates, and telescope lenses.	Supplemental	119	06/2006	Incumbent
19-2032.00	9095	Study the nature, structure and physical properties of metals and their alloys, and their responses to applied forces.	Supplemental	119	06/2006	Incumbent
19-2032.00	9096	Monitor production processes in order to ensure that equipment is used efficiently and that projects are completed within appropriate time frames and budgets.	Supplemental	119	06/2006	Incumbent
19-2032.00	9097	Test material samples for tolerance under tension, compression, and shear to determine the cause of metal failures.	Supplemental	119	06/2006	Incumbent
19-2032.00	9098	Test metals to determine conformance to specifications of mechanical strength, strength-weight ratio, ductility, magnetic and electrical properties, and resistance to abrasion, corrosion, heat, and cold.	Supplemental	119	06/2006	Incumbent
19-2032.00	9099	Teach in colleges and universities.	Supplemental	119	06/2006	Incumbent
19-2041.00	15218	Collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological and mineralogical information, and soil or water samples.	Core	84	06/2008	Incumbent
19-2041.00	1520	Analyze data to determine validity, quality, and scientific significance, and to interpret correlations between human activities and environmental effects.	Core	81	06/2008	Incumbent
19-2041.00	15219	Communicate scientific and technical information to the public, organizations, or internal audiences through oral briefings, written documents, workshops, conferences, training sessions, or public hearings.	Core	84	06/2008	Incumbent
19-2041.00	15220	Provide scientific and technical guidance, support, coordination, and oversight to governmental agencies, environmental programs, industry, or the public.	Core	84	06/2008	Incumbent
19-2041.00	15221	Process and review environmental permits, licenses, and related materials.	Core	81	06/2008	Incumbent
19-2041.00	1517	Review and implement environmental technical standards, guidelines, policies, and formal regulations that meet all appropriate requirements.	Core	81	06/2008	Incumbent
19-2041.00	1523	Prepare charts or graphs from data samples, providing summary information on the environmental relevance of the data.	Core	81	06/2008	Incumbent
19-2041.00	1522	Determine data collection methods to be employed in research projects and surveys.	Core	83	06/2008	Incumbent
19-2041.00	1525	Investigate and report on accidents affecting the environment.	Core	84	06/2008	Incumbent
19-2041.00	1529	Research sources of pollution to determine their effects on the environment and to develop theories or methods of pollution abatement or control.	Core	84	06/2008	Incumbent
19-2041.00	1519	Provide advice on proper standards and regulations or the development of policies, strategies, and codes of practice for environmental management.	Core	81	06/2008	Incumbent
19-2041.00	1530	Monitor effects of pollution and land degradation, and recommend means of prevention or control.	Core	84	06/2008	Incumbent
19-2041.00	15222	Supervise or train students, environmental technologists, technicians, or other related staff.	Core	83	06/2008	Incumbent
19-2041.00	1515	Evaluate violations or problems discovered during inspections to determine appropriate regulatory actions or to provide advice on the development and prosecution of regulatory cases.	Supplemental	80	06/2008	Incumbent
19-2041.00	1514	Conduct environmental audits and inspections, and investigations of violations.	Supplemental	81	06/2008	Incumbent
19-2041.00	1534	Plan and develop research models, using knowledge of mathematical and statistical concepts.	Supplemental	80	06/2008	Incumbent
19-2041.00	15223	Conduct applied research on environmental topics, such as waste control and treatment and pollution abatement methods.	Supplemental	81	06/2008	Incumbent
19-2041.00	1531	Design and direct studies to obtain technical environmental information about planned projects.	Supplemental	84	06/2008	Incumbent
19-2041.00	1524	Develop the technical portions of legal documents, administrative orders, or consent decrees.	Supplemental	84	06/2008	Incumbent
19-2041.00	1526	Monitor environmental impacts of development activities.	Supplemental	84	06/2008	Incumbent
19-2041.00	1528	Develop programs designed to obtain the most productive, non-damaging use of land.	Supplemental	81	06/2008	Incumbent
19-2041.00	1533	Develop methods to minimize the impact of production processes on the environment, based on the study and assessment of industrial production, environmental legislation, and physical, biological, and social environments.	Supplemental	81	06/2008	Incumbent
19-2041.01	16854	Analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders.	n/a	n/a	06/2009	Analyst
19-2041.01	16853	Propose new or modified policies involving use of traditional and alternative fuels, transportation of goods, and other factors relating to climate and climate change.	n/a	n/a	06/2009	Analyst
19-2041.01	16852	Research policies, practices, or procedures for climate or environmental management.	n/a	n/a	06/2009	Analyst
19-2041.01	16851	Make legislative recommendations related to climate change or environmental management, based on climate change policies, principles, programs, practices, and processes.	n/a	n/a	06/2009	Analyst
19-2041.01	16850	Prepare study reports, memoranda, briefs, testimonies, or other written materials to inform government or environmental groups on environmental issues such as climate change.	n/a	n/a	06/2009	Analyst
19-2041.01	16849	Provide analytical support for policy briefs related to renewable energy, energy efficiency, or climate change.	n/a	n/a	06/2009	Analyst
19-2041.01	16848	Review existing policies or legislation to identify environmental impacts.	n/a	n/a	06/2009	Analyst
19-2041.01	16847	Develop, or contribute to the development of, educational or outreach programs on the environment or climate change.	n/a	n/a	06/2009	Analyst
19-2041.01	16846	Gather and review climate-related studies from government agencies, research laboratories, and other organizations.	n/a	n/a	06/2009	Analyst
19-2041.01	16845	Prepare grant applications to obtain funding for programs related to climate change, environmental management, or sustainability.	n/a	n/a	06/2009	Analyst
19-2041.01	16844	Present and defend proposals for climate change research projects.	n/a	n/a	06/2009	Analyst
19-2041.01	16843	Present climate-related information at public interest, governmental, or other meetings.	n/a	n/a	06/2009	Analyst
19-2041.01	16842	Promote initiatives to mitigate climate change with government or environmental groups.	n/a	n/a	06/2009	Analyst
19-2041.01	16841	Write reports or academic papers to communicate findings of climate-related studies.	n/a	n/a	06/2009	Analyst
19-2041.02	16876	Conduct site assessments to certify a habitat or to ascertain environmental damage or restoration needs.	n/a	n/a	06/2009	Analyst
19-2041.02	16875	Create habitat management or restoration plans, such as native tree restoration and weed control.	n/a	n/a	06/2009	Analyst
19-2041.02	16874	Develop environmental management or restoration plans for sites with power transmission lines, natural gas pipelines, fuel refineries, geothermal plants, wind farms, or solar farms.	n/a	n/a	06/2009	Analyst
19-2041.02	16873	Develop natural resource management plans, using knowledge of environmental planning or state and federal environmental regulatory requirements.	n/a	n/a	06/2009	Analyst
19-2041.02	16872	Collect and analyze data to determine environmental conditions and restoration needs.	n/a	n/a	06/2009	Analyst
19-2041.02	16871	Communicate findings of environmental studies or proposals for environmental remediation to other restoration professionals.	n/a	n/a	06/2009	Analyst
19-2041.02	16870	Conduct environmental impact studies to examine the ecological effects of pollutants, disease, human activities, nature, and climate change.	n/a	n/a	06/2009	Analyst
